StockCode,Total_Sold,First_Sale,Last_Sale,Active_Days,Order_Count,Sales_Period,Days_Since_Last,Avg_Sales_Per_Day,Turnover_Rate,Is_Slow_Mover
23598,420,2011-11-10 16:20:00,2011-12-09 10:20:00,42,42,29,4850,10.0,14.482758620689655,1
21258,425,2010-12-01 09:09:00,2011-12-09 12:09:00,106,106,374,4850,4.009433962264151,1.1363636363636365,1
84519B,425,2010-12-02 13:14:00,2011-12-09 11:34:00,91,91,372,4850,4.670329670329671,1.14247311827957,1
22914,427,2010-12-01 08:34:00,2011-12-08 15:54:00,134,134,373,4850,3.1865671641791047,1.1447721179624666,1
22853,431,2010-12-05 10:45:00,2011-12-08 15:24:00,101,101,369,4850,4.267326732673268,1.1680216802168022,1
22068,432,2010-12-01 11:21:00,2011-12-09 11:34:00,81,81,374,4850,5.333333333333333,1.1550802139037433,1
23357,432,2011-08-21 15:17:00,2011-12-08 19:24:00,88,88,110,4850,4.909090909090909,3.9272727272727272,1
85173,434,2010-12-14 12:59:00,2011-12-09 10:46:00,49,49,360,4850,8.857142857142858,1.2055555555555555,1
21194,436,2010-12-15 15:00:00,2011-12-09 11:34:00,41,41,359,4850,10.634146341463415,1.2144846796657383,1
22473,437,2010-12-01 11:21:00,2011-12-08 15:54:00,79,79,373,4850,5.531645569620253,1.1715817694369972,1
23697,438,2011-11-09 14:11:00,2011-12-08 17:57:00,26,26,30,4850,16.846153846153847,14.6,1
22123,442,2010-12-05 12:29:00,2011-12-09 09:07:00,72,72,369,4850,6.138888888888889,1.1978319783197833,1
23401,443,2011-09-07 16:27:00,2011-12-08 18:43:00,70,70,93,4850,6.328571428571428,4.763440860215054,1
84032A,447,2010-12-01 16:21:00,2011-12-09 11:20:00,105,105,373,4850,4.257142857142857,1.198391420911528,1
23007,449,2011-03-09 15:20:00,2011-12-08 19:57:00,142,142,275,4850,3.1619718309859155,1.6327272727272728,1
72800E,450,2010-12-01 12:15:00,2011-12-09 10:20:00,96,96,373,4850,4.6875,1.2064343163538873,1
72598,459,2010-12-01 13:20:00,2011-12-08 19:24:00,41,41,373,4850,11.195121951219512,1.230563002680965,1
22485,462,2010-12-01 12:40:00,2011-12-09 09:08:00,165,165,373,4850,2.8,1.2386058981233243,1
23524,465,2011-10-02 13:46:00,2011-12-09 11:34:00,51,51,68,4850,9.117647058823529,6.838235294117647,1
35004B,475,2010-12-01 10:51:00,2011-12-09 11:34:00,47,47,374,4850,10.106382978723405,1.2700534759358288,1
84519A,477,2010-12-01 09:37:00,2011-12-09 11:34:00,61,61,374,4850,7.819672131147541,1.2754010695187166,1
23542,484,2011-10-03 11:01:00,2011-12-08 18:43:00,70,70,67,4850,6.914285714285715,7.223880597014926,1
21065,485,2010-12-01 11:45:00,2011-12-08 15:31:00,40,40,373,4850,12.125,1.3002680965147453,1
22393,485,2010-12-10 14:53:00,2011-12-08 16:58:00,49,49,364,4850,9.89795918367347,1.3324175824175823,1
21257,488,2010-12-01 12:22:00,2011-12-09 12:09:00,152,152,373,4850,3.210526315789474,1.3083109919571045,1
84509G,491,2010-12-02 12:16:00,2011-12-08 15:54:00,46,46,372,4850,10.673913043478262,1.3198924731182795,1
85174,493,2010-12-01 16:11:00,2011-12-08 19:24:00,80,80,373,4850,6.1625,1.32171581769437,1
22626,501,2010-12-01 12:58:00,2011-12-08 17:24:00,183,183,373,4850,2.737704918032787,1.3431635388739946,1
84976,502,2011-01-24 14:54:00,2011-12-08 19:24:00,29,29,319,4850,17.310344827586206,1.573667711598746,1
22116,505,2010-12-03 13:43:00,2011-12-08 15:31:00,90,90,371,4850,5.611111111111111,1.3611859838274933,1
22314,516,2010-12-01 15:08:00,2011-12-09 10:20:00,93,93,373,4850,5.548387096774194,1.383378016085791,1
22364,516,2010-12-01 13:21:00,2011-12-08 19:28:00,95,95,373,4850,5.431578947368421,1.383378016085791,1
21115,519,2010-12-01 09:59:00,2011-12-09 10:20:00,129,129,374,4850,4.023255813953488,1.3877005347593583,1
23358,527,2011-08-21 15:17:00,2011-12-09 08:48:00,67,67,110,4850,7.865671641791045,4.790909090909091,1
22310,531,2010-12-01 08:34:00,2011-12-08 17:57:00,51,51,373,4850,10.411764705882353,1.4235924932975872,1
22796,552,2010-12-02 11:35:00,2011-12-08 15:54:00,212,212,372,4850,2.6037735849056602,1.4838709677419355,1
22313,553,2010-12-01 15:08:00,2011-12-09 10:20:00,54,54,373,4850,10.24074074074074,1.482573726541555,1
22756,554,2010-12-03 11:19:00,2011-12-08 18:03:00,93,93,371,4850,5.956989247311828,1.4932614555256065,1
23553,557,2011-10-20 10:04:00,2011-12-08 18:43:00,62,62,50,4850,8.983870967741936,11.14,1
23515,558,2011-09-22 14:10:00,2011-12-09 12:16:00,59,59,78,4850,9.457627118644067,7.153846153846154,1
22061,564,2010-12-02 18:08:00,2011-12-09 12:49:00,129,129,372,4850,4.372093023255814,1.5161290322580645,1
21012,565,2010-12-07 14:00:00,2011-12-09 12:00:00,80,80,367,4850,7.0625,1.5395095367847411,1
22636,565,2010-12-02 15:46:00,2011-12-08 15:03:00,182,182,371,4850,3.1043956043956045,1.522911051212938,1
22190,566,2010-12-02 13:49:00,2011-12-09 10:20:00,52,52,372,4850,10.884615384615385,1.521505376344086,1
23525,567,2011-10-03 14:34:00,2011-12-09 11:34:00,44,44,67,4850,12.886363636363637,8.462686567164178,1
22057,578,2010-12-08 10:40:00,2011-12-08 15:54:00,56,56,366,4850,10.321428571428571,1.5792349726775956,1
22942,580,2010-12-01 11:57:00,2011-12-09 10:46:00,131,131,373,4850,4.427480916030534,1.5549597855227881,1
22081,585,2010-12-01 16:57:00,2011-12-09 12:16:00,89,89,373,4850,6.573033707865169,1.5683646112600536,1
21329,586,2010-12-01 12:23:00,2011-12-09 11:34:00,168,168,373,4850,3.488095238095238,1.5710455764075066,1
22990,602,2011-02-06 14:33:00,2011-12-08 19:57:00,140,140,306,4850,4.3,1.9673202614379084,1
85071C,607,2010-12-01 14:05:00,2011-12-09 11:34:00,71,72,373,4850,8.549295774647888,1.6273458445040214,1
23396,609,2011-09-04 12:07:00,2011-12-08 18:42:00,164,164,96,4850,3.7134146341463414,6.34375,1
35964,621,2011-09-22 17:19:00,2011-12-08 18:42:00,37,37,78,4850,16.783783783783782,7.961538461538462,1
22742,624,2010-12-01 12:23:00,2011-12-08 15:54:00,88,88,373,4850,7.090909090909091,1.6729222520107239,1
44234,640,2010-12-09 13:03:00,2011-12-09 12:00:00,19,19,365,4850,33.68421052631579,1.7534246575342465,1
22664,642,2010-12-01 11:45:00,2011-12-09 10:20:00,102,102,373,4850,6.294117647058823,1.7211796246648794,1
22252,643,2010-12-05 14:52:00,2011-12-09 10:10:00,67,67,369,4850,9.597014925373134,1.7425474254742548,1
84032B,651,2010-12-01 11:57:00,2011-12-09 11:20:00,130,130,373,4850,5.007692307692308,1.7453083109919572,1
79190B,655,2010-12-09 13:34:00,2011-12-09 10:10:00,35,35,365,4850,18.714285714285715,1.7945205479452055,1
23110,662,2011-05-11 10:32:00,2011-12-09 12:00:00,219,219,213,4850,3.0228310502283104,3.107981220657277,1
37450,665,2010-12-02 16:59:00,2011-12-08 15:31:00,98,98,371,4850,6.785714285714286,1.7924528301886793,1
22807,669,2010-12-01 11:57:00,2011-12-09 10:46:00,107,107,373,4850,6.252336448598131,1.7935656836461127,1
23033,679,2011-06-14 13:51:00,2011-12-09 11:34:00,59,59,178,4850,11.508474576271187,3.8146067415730336,1
23395,683,2011-09-04 12:07:00,2011-12-08 18:42:00,175,175,96,4850,3.902857142857143,7.114583333333333,1
72349B,687,2010-12-05 11:57:00,2011-12-08 14:58:00,90,91,369,4850,7.633333333333334,1.8617886178861789,1
22481,692,2010-12-01 12:49:00,2011-12-09 12:31:00,83,84,373,4850,8.337349397590362,1.8552278820375334,1
22695,695,2010-12-01 11:57:00,2011-12-09 12:20:00,96,96,374,4850,7.239583333333333,1.858288770053476,1
22845,703,2010-12-03 10:26:00,2011-12-08 19:57:00,235,235,371,4850,2.991489361702128,1.894878706199461,1
23695,703,2011-11-09 14:11:00,2011-12-08 17:12:00,44,44,30,4850,15.977272727272727,23.433333333333334,1
22605,709,2010-12-02 19:59:00,2011-12-08 18:22:00,240,240,371,4850,2.9541666666666666,1.9110512129380053,1
23127,713,2011-03-02 16:26:00,2011-12-09 08:59:00,182,182,282,4850,3.9175824175824174,2.528368794326241,1
21411,714,2010-12-01 09:59:00,2011-12-08 19:29:00,185,185,373,4850,3.8594594594594596,1.9142091152815013,1
22647,721,2010-12-14 12:59:00,2011-12-08 15:54:00,36,36,360,4850,20.02777777777778,2.0027777777777778,1
23390,721,2011-09-11 13:39:00,2011-12-09 10:13:00,146,146,89,4850,4.938356164383562,8.101123595505618,1
22366,722,2010-12-01 14:54:00,2011-12-08 17:57:00,156,156,373,4850,4.628205128205129,1.935656836461126,1
23235,726,2011-06-08 12:44:00,2011-12-09 08:39:00,96,96,184,4850,7.5625,3.9456521739130435,1
70007,728,2010-12-01 12:31:00,2011-12-08 15:31:00,53,53,373,4850,13.735849056603774,1.9517426273458445,1
21224,734,2010-12-03 17:20:00,2011-12-09 11:34:00,81,81,371,4850,9.061728395061728,1.9784366576819408,1
22547,738,2010-12-01 13:24:00,2011-12-08 16:58:00,50,50,373,4850,14.76,1.9785522788203753,1
79066K,739,2010-12-01 14:41:00,2011-12-09 11:34:00,110,110,373,4850,6.718181818181818,1.9812332439678284,1
23269,748,2011-06-12 11:47:00,2011-12-08 17:54:00,75,76,180,4850,9.973333333333333,4.155555555555556,1
21684,752,2010-12-09 09:27:00,2011-12-09 12:31:00,36,36,366,4850,20.88888888888889,2.0546448087431695,1
21328,755,2010-12-01 11:21:00,2011-12-09 11:34:00,185,187,374,4850,4.081081081081081,2.018716577540107,1
23133,759,2011-04-20 13:18:00,2011-12-08 18:25:00,134,134,233,4850,5.664179104477612,3.257510729613734,1
16225,760,2010-12-12 10:48:00,2011-12-08 20:01:00,75,75,362,4850,10.133333333333333,2.0994475138121547,1
22767,761,2010-12-01 11:21:00,2011-12-08 15:54:00,208,208,373,4850,3.6586538461538463,2.040214477211796,1
22217,764,2010-12-01 12:50:00,2011-12-09 08:39:00,64,64,373,4850,11.9375,2.0482573726541555,1
22800,764,2010-12-01 13:51:00,2011-12-08 16:29:00,138,138,373,4850,5.536231884057971,2.0482573726541555,1
21383,765,2010-12-02 11:41:00,2011-12-08 15:02:00,77,77,372,4850,9.935064935064934,2.056451612903226,1
23118,765,2011-05-10 15:05:00,2011-12-09 09:45:00,225,225,213,4850,3.4,3.591549295774648,1
21355,772,2010-12-02 10:39:00,2011-12-09 11:34:00,107,107,373,4850,7.214953271028038,2.06970509383378,1
22434,774,2010-12-02 10:17:00,2011-12-08 15:03:00,111,112,372,4850,6.972972972972973,2.0806451612903225,1
22628,774,2010-12-10 11:44:00,2011-12-09 08:48:00,116,118,364,4850,6.672413793103448,2.1263736263736264,1
22811,775,2010-12-06 08:34:00,2011-12-09 10:46:00,55,55,369,4850,14.090909090909092,2.100271002710027,1
23222,776,2011-06-23 09:38:00,2011-12-08 15:41:00,64,64,169,4850,12.125,4.591715976331361,1
23184,778,2011-03-06 10:05:00,2011-12-09 08:48:00,197,197,278,4850,3.949238578680203,2.7985611510791366,1
21832,779,2010-12-01 09:45:00,2011-12-08 19:57:00,115,115,373,4850,6.773913043478261,2.0884718498659516,1
21111,788,2010-12-01 12:43:00,2011-12-09 11:26:00,50,50,373,4850,15.76,2.1126005361930296,1
22627,789,2010-12-01 13:20:00,2011-12-09 12:08:00,304,304,373,4850,2.5953947368421053,2.1152815013404824,1
23388,789,2011-09-11 15:47:00,2011-12-09 10:13:00,135,135,89,4850,5.844444444444444,8.865168539325843,1
21620,795,2010-12-01 16:57:00,2011-12-09 11:26:00,124,124,373,4850,6.411290322580645,2.131367292225201,1
22179,795,2010-12-01 11:49:00,2011-12-09 09:45:00,178,178,373,4850,4.466292134831461,2.131367292225201,1
22072,807,2010-12-03 12:29:00,2011-12-09 09:07:00,139,139,371,4850,5.805755395683454,2.175202156334232,1
22476,810,2010-12-01 16:57:00,2011-12-09 09:07:00,78,78,373,4850,10.384615384615385,2.1715817694369974,1
22598,811,2010-12-05 12:35:00,2011-12-08 17:54:00,51,51,369,4850,15.901960784313726,2.1978319783197833,1
84819,811,2010-12-05 10:52:00,2011-12-09 09:07:00,62,62,369,4850,13.080645161290322,2.1978319783197833,1
23239,812,2011-06-08 12:44:00,2011-12-09 08:39:00,155,155,184,4850,5.2387096774193544,4.413043478260869,1
35648,812,2010-12-09 16:08:00,2011-12-08 15:31:00,60,60,364,4850,13.533333333333333,2.230769230769231,1
22529,814,2010-12-01 11:57:00,2011-12-08 19:57:00,61,61,373,4850,13.344262295081966,2.1823056300268098,1
22209,820,2010-12-02 11:41:00,2011-12-08 19:28:00,121,121,372,4850,6.776859504132231,2.204301075268817,1
22844,823,2010-12-03 13:40:00,2011-12-08 15:31:00,291,292,371,4850,2.8281786941580758,2.2183288409703503,1
22371,825,2010-12-01 11:41:00,2011-12-09 09:08:00,247,247,373,4850,3.340080971659919,2.2117962466487935,1
22744,830,2010-12-01 12:23:00,2011-12-08 20:01:00,146,146,373,4850,5.684931506849315,2.225201072386059,1
84006,831,2010-12-03 11:19:00,2011-12-08 15:31:00,77,77,371,4850,10.792207792207792,2.2398921832884096,1
21109,836,2010-12-05 13:42:00,2011-12-09 11:26:00,68,68,369,4850,12.294117647058824,2.265582655826558,1
22768,836,2010-12-01 11:21:00,2011-12-09 09:38:00,233,233,373,4850,3.587982832618026,2.2412868632707776,1
22175,839,2010-12-05 12:43:00,2011-12-09 11:59:00,139,139,369,4850,6.0359712230215825,2.2737127371273713,1
22686,859,2010-12-01 14:41:00,2011-12-08 15:31:00,73,73,373,4850,11.767123287671232,2.3029490616621984,1
22743,863,2010-12-01 13:17:00,2011-12-08 16:22:00,148,148,373,4850,5.831081081081081,2.3136729222520107,1
21208,873,2011-01-11 13:31:00,2011-12-09 11:34:00,56,56,332,4850,15.589285714285714,2.6295180722891565,1
22747,876,2010-12-03 10:26:00,2011-12-09 08:59:00,169,169,371,4850,5.183431952662722,2.361185983827493,1
23489,876,2011-10-20 10:10:00,2011-12-09 12:19:00,136,137,51,4850,6.4411764705882355,17.176470588235293,1
48129,880,2010-12-01 11:21:00,2011-12-08 17:57:00,181,182,373,4850,4.861878453038674,2.359249329758713,1
22346,882,2010-12-05 15:21:00,2011-12-08 18:15:00,32,32,369,4850,27.5625,2.3902439024390243,1
23526,882,2011-10-03 11:01:00,2011-12-08 18:43:00,91,91,67,4850,9.692307692307692,13.164179104477611,1
22438,887,2010-12-01 09:41:00,2011-12-08 15:31:00,67,68,373,4850,13.238805970149254,2.3780160857908847,1
22801,887,2010-12-01 13:51:00,2011-12-08 14:58:00,159,159,373,4850,5.578616352201258,2.3780160857908847,1
22840,888,2010-12-02 11:22:00,2011-12-08 16:18:00,249,250,372,4850,3.566265060240964,2.3870967741935485,1
23131,893,2011-04-26 16:45:00,2011-12-08 19:29:00,108,108,227,4850,8.268518518518519,3.933920704845815,1
22192,907,2010-12-01 10:03:00,2011-12-08 18:03:00,337,338,373,4850,2.691394658753709,2.4316353887399464,1
22721,908,2010-12-14 11:48:00,2011-12-09 12:20:00,246,246,361,4850,3.6910569105691056,2.515235457063712,1
22753,917,2010-12-01 14:41:00,2011-12-09 11:20:00,165,166,373,4850,5.557575757575758,2.4584450402144773,1
23569,926,2011-10-21 15:36:00,2011-12-08 18:42:00,174,174,49,4850,5.32183908045977,18.897959183673468,1
23034,935,2011-06-14 13:51:00,2011-12-09 11:34:00,78,78,178,4850,11.987179487179487,5.252808988764045,1
84821,935,2010-12-10 11:19:00,2011-12-08 15:54:00,40,40,364,4850,23.375,2.568681318681319,1
47504H,948,2010-12-01 12:49:00,2011-12-09 08:48:00,91,92,373,4850,10.417582417582418,2.5415549597855227,1
84817,951,2010-12-14 10:43:00,2011-12-08 15:54:00,55,55,360,4850,17.29090909090909,2.6416666666666666,1
23531,960,2011-10-03 11:37:00,2011-12-08 18:43:00,97,97,67,4850,9.896907216494846,14.328358208955224,1
23255,962,2011-04-10 12:53:00,2011-12-09 12:50:00,143,143,243,4850,6.7272727272727275,3.9588477366255144,1
23283,967,2011-04-27 13:06:00,2011-12-08 19:29:00,208,209,226,4850,4.649038461538462,4.278761061946903,1
22345,969,2010-12-05 15:21:00,2011-12-08 18:15:00,41,41,369,4850,23.634146341463413,2.6260162601626016,1
23404,969,2011-09-05 10:15:00,2011-12-09 11:50:00,136,136,96,4850,7.125,10.09375,1
22422,970,2010-12-02 10:35:00,2011-12-08 15:31:00,73,73,372,4850,13.287671232876713,2.60752688172043,1
21123,973,2010-12-01 12:43:00,2011-12-08 18:42:00,97,97,373,4850,10.030927835051546,2.60857908847185,1
21217,974,2010-12-02 11:02:00,2011-12-09 12:49:00,257,257,373,4850,3.78988326848249,2.611260053619303,1
22441,990,2010-12-01 11:21:00,2011-12-08 17:57:00,167,167,373,4850,5.92814371257485,2.6541554959785523,1
22955,997,2010-12-01 12:43:00,2011-12-09 08:39:00,106,106,373,4850,9.40566037735849,2.6729222520107236,1
23080,998,2011-05-11 10:18:00,2011-12-08 19:57:00,221,221,212,4850,4.515837104072398,4.7075471698113205,1
22074,1000,2010-12-01 11:45:00,2011-12-09 12:09:00,75,75,374,4850,13.333333333333334,2.6737967914438503,1
22757,1008,2010-12-03 11:19:00,2011-12-08 19:24:00,113,113,371,4850,8.920353982300885,2.7169811320754715,1
23132,1008,2011-04-19 16:52:00,2011-12-08 20:01:00,141,141,234,4850,7.148936170212766,4.3076923076923075,1
90057,1008,2010-12-13 15:44:00,2011-12-08 16:10:00,22,22,361,4850,45.81818181818182,2.7922437673130194,1
20832,1010,2010-12-02 12:16:00,2011-12-09 12:25:00,55,55,373,4850,18.363636363636363,2.707774798927614,1
85038,1014,2010-12-01 16:11:00,2011-12-09 12:25:00,110,110,373,4850,9.218181818181819,2.7184986595174263,1
21564,1016,2010-12-03 12:24:00,2011-12-09 10:46:00,102,103,371,4850,9.96078431372549,2.738544474393531,1
22976,1022,2010-12-01 15:08:00,2011-12-09 12:16:00,112,112,373,4850,9.125,2.739946380697051,1
22170,1023,2010-12-02 11:21:00,2011-12-09 08:59:00,225,225,372,4850,4.546666666666667,2.75,1
17084N,1025,2010-12-09 14:50:00,2011-12-08 19:24:00,32,32,365,4850,32.03125,2.808219178082192,1
22076,1034,2010-12-03 11:35:00,2011-12-09 10:20:00,113,113,371,4850,9.150442477876107,2.7870619946091644,1
23530,1037,2011-10-03 11:37:00,2011-12-09 08:59:00,74,74,67,4850,14.013513513513514,15.477611940298507,1
23237,1043,2011-06-08 13:35:00,2011-12-09 12:09:00,169,169,184,4850,6.171597633136095,5.668478260869565,1
23389,1043,2011-09-11 13:39:00,2011-12-09 12:16:00,204,205,89,4850,5.112745098039215,11.719101123595506,1
22344,1046,2010-12-05 15:21:00,2011-12-08 18:15:00,46,46,369,4850,22.73913043478261,2.834688346883469,1
22723,1054,2010-12-13 15:13:00,2011-12-09 08:39:00,235,235,361,4850,4.485106382978723,2.919667590027701,1
23505,1058,2011-09-22 12:55:00,2011-12-08 15:03:00,104,104,78,4850,10.173076923076923,13.564102564102564,1
84510A,1058,2010-12-01 11:21:00,2011-12-09 08:48:00,144,144,373,4850,7.347222222222222,2.836461126005362,1
22532,1063,2010-12-05 12:35:00,2011-12-08 15:03:00,66,66,369,4850,16.106060606060606,2.8807588075880757,1
21890,1070,2010-12-01 12:03:00,2011-12-08 18:22:00,173,173,373,4850,6.184971098265896,2.868632707774799,1
22169,1074,2010-12-02 13:39:00,2011-12-08 15:54:00,286,286,372,4850,3.7552447552447554,2.8870967741935485,1
23126,1084,2011-03-02 16:26:00,2011-12-09 12:20:00,271,271,282,4850,4.0,3.8439716312056738,1
22545,1088,2010-12-07 13:50:00,2011-12-09 10:46:00,47,47,367,4850,23.148936170212767,2.964577656675749,1
22581,1088,2010-12-01 15:35:00,2011-12-09 08:39:00,98,98,373,4850,11.10204081632653,2.9168900804289546,1
22736,1091,2010-12-01 11:41:00,2011-12-09 12:16:00,152,152,374,4850,7.177631578947368,2.9171122994652405,1
22795,1098,2010-12-01 14:41:00,2011-12-08 19:55:00,286,287,373,4850,3.839160839160839,2.9436997319034854,1
21803,1101,2010-12-02 12:11:00,2011-12-09 12:20:00,49,49,373,4850,22.46938775510204,2.9517426273458445,1
48111,1104,2010-12-01 15:00:00,2011-12-09 08:59:00,174,174,373,4850,6.344827586206897,2.959785522788204,1
21159,1108,2010-12-02 11:41:00,2011-12-09 08:48:00,108,108,372,4850,10.25925925925926,2.978494623655914,1
22758,1120,2010-12-03 11:19:00,2011-12-08 19:24:00,127,127,371,4850,8.818897637795276,3.018867924528302,1
23535,1123,2011-10-02 14:37:00,2011-12-09 10:20:00,162,162,68,4850,6.932098765432099,16.514705882352942,1
21903,1127,2010-12-05 13:55:00,2011-12-08 15:51:00,153,153,369,4850,7.366013071895424,3.05420054200542,1
23274,1139,2011-06-05 14:06:00,2011-12-09 10:51:00,98,98,187,4850,11.622448979591837,6.090909090909091,1
21209,1142,2010-12-05 12:42:00,2011-12-09 10:51:00,57,57,369,4850,20.035087719298247,3.0948509485094853,1
22380,1152,2010-12-02 14:47:00,2011-12-09 08:39:00,194,195,372,4850,5.938144329896907,3.096774193548387,1
23270,1157,2011-06-02 19:50:00,2011-12-09 10:51:00,118,118,190,4850,9.805084745762711,6.089473684210526,1
22080,1167,2010-12-03 13:59:00,2011-12-09 12:16:00,126,126,371,4850,9.261904761904763,3.1455525606469004,1
22675,1173,2010-12-13 13:25:00,2011-12-08 16:18:00,123,123,361,4850,9.536585365853659,3.2493074792243766,1
21591,1183,2010-12-01 12:15:00,2011-12-09 11:34:00,143,143,373,4850,8.272727272727273,3.1715817694369974,1
22809,1184,2010-12-01 11:21:00,2011-12-08 14:58:00,172,173,373,4850,6.883720930232558,3.1742627345844503,1
22784,1205,2010-12-01 12:36:00,2011-12-08 19:55:00,258,259,373,4850,4.670542635658915,3.2305630026809653,1
21990,1212,2010-12-02 15:46:00,2011-12-09 11:34:00,177,177,372,4850,6.8474576271186445,3.2580645161290325,1
84012,1212,2010-12-16 12:09:00,2011-12-08 19:57:00,94,94,358,4850,12.893617021276595,3.3854748603351954,1
10125,1225,2010-12-01 12:23:00,2011-12-09 10:13:00,61,61,373,4850,20.081967213114755,3.284182305630027,1
23543,1227,2011-10-03 11:26:00,2011-12-08 18:43:00,94,94,67,4850,13.053191489361701,18.313432835820894,1
22055,1246,2010-12-10 12:50:00,2011-12-08 15:44:00,142,142,364,4850,8.774647887323944,3.423076923076923,1
21167,1260,2010-12-05 16:41:00,2011-12-08 19:24:00,25,25,369,4850,50.4,3.4146341463414633,1
21872,1265,2010-12-02 11:45:00,2011-12-09 08:48:00,119,119,372,4850,10.630252100840336,3.400537634408602,1
22607,1265,2010-12-01 13:17:00,2011-12-08 18:22:00,303,303,373,4850,4.1749174917491745,3.39142091152815,1
22923,1269,2010-12-01 09:59:00,2011-12-08 15:31:00,75,75,373,4850,16.92,3.4021447721179623,1
22674,1270,2010-12-05 12:57:00,2011-12-08 17:37:00,144,144,369,4850,8.819444444444445,3.4417344173441733,1
23281,1270,2011-05-10 14:20:00,2011-12-08 18:51:00,91,91,213,4850,13.956043956043956,5.962441314553991,1
16016,1273,2010-12-01 12:15:00,2011-12-09 12:31:00,65,65,374,4850,19.584615384615386,3.4037433155080214,1
22208,1283,2010-12-02 11:41:00,2011-12-08 19:57:00,199,199,372,4850,6.447236180904523,3.4489247311827955,1
23029,1284,2011-06-14 13:51:00,2011-12-08 15:54:00,138,138,178,4850,9.304347826086957,7.213483146067416,1
22078,1288,2010-12-03 10:33:00,2011-12-09 08:59:00,143,143,371,4850,9.006993006993007,3.4716981132075473,1
22603,1293,2010-12-01 12:23:00,2011-12-08 15:41:00,125,125,373,4850,10.344,3.4664879356568363,1
22622,1295,2010-12-01 08:34:00,2011-12-09 12:16:00,231,231,374,4850,5.606060606060606,3.462566844919786,1
22897,1296,2010-12-05 12:29:00,2011-12-08 20:01:00,172,172,369,4850,7.534883720930233,3.5121951219512195,1
21533,1307,2010-12-01 09:41:00,2011-12-09 08:48:00,310,310,373,4850,4.216129032258064,3.5040214477211795,1
23483,1310,2011-10-03 12:47:00,2011-12-08 17:12:00,66,66,67,4850,19.848484848484848,19.55223880597015,1
22746,1315,2010-12-02 13:32:00,2011-12-08 15:09:00,252,252,372,4850,5.218253968253968,3.53494623655914,1
22299,1316,2010-12-03 14:04:00,2011-12-09 10:46:00,42,42,371,4850,31.333333333333332,3.547169811320755,1
23375,1317,2011-08-22 10:39:00,2011-12-08 16:22:00,88,88,109,4850,14.965909090909092,12.082568807339449,1
22319,1322,2010-12-09 14:49:00,2011-12-09 10:46:00,61,61,365,4850,21.672131147540984,3.621917808219178,1
22433,1341,2010-12-02 10:39:00,2011-12-08 18:15:00,189,189,372,4850,7.095238095238095,3.6048387096774195,1
22193,1349,2010-12-01 10:03:00,2011-12-08 17:24:00,415,416,373,4850,3.2506024096385544,3.616621983914209,1
23197,1354,2011-06-23 11:51:00,2011-12-09 12:00:00,183,183,170,4850,7.398907103825136,7.964705882352941,1
23370,1354,2011-09-22 12:02:00,2011-12-08 15:09:00,106,106,78,4850,12.773584905660377,17.358974358974358,1
22350,1356,2010-12-02 15:46:00,2011-12-08 17:57:00,88,88,372,4850,15.409090909090908,3.6451612903225805,1
21563,1358,2010-12-02 12:18:00,2011-12-09 10:46:00,133,134,372,4850,10.210526315789474,3.650537634408602,1
20674,1360,2010-12-02 11:21:00,2011-12-08 15:31:00,149,149,372,4850,9.12751677852349,3.6559139784946235,1
22505,1361,2010-12-02 13:14:00,2011-12-09 11:59:00,261,262,372,4850,5.21455938697318,3.6586021505376345,1
22692,1376,2010-12-10 10:21:00,2011-12-08 17:57:00,338,338,364,4850,4.071005917159764,3.78021978021978,1
21705,1377,2010-12-01 11:41:00,2011-12-09 11:26:00,110,110,373,4850,12.518181818181818,3.6916890080428955,1
22109,1381,2010-12-01 11:45:00,2011-12-08 17:37:00,158,158,373,4850,8.740506329113924,3.702412868632708,1
22672,1382,2010-12-02 10:45:00,2011-12-08 16:18:00,157,158,372,4850,8.802547770700636,3.71505376344086,1
22185,1390,2010-12-01 13:21:00,2011-12-09 11:26:00,126,126,373,4850,11.031746031746032,3.7265415549597853,1
85111,1395,2010-12-03 15:45:00,2011-12-08 19:24:00,51,51,371,4850,27.352941176470587,3.7601078167115904,1
37448,1399,2010-12-01 16:33:00,2011-12-08 15:31:00,154,154,372,4850,9.084415584415584,3.760752688172043,1
21162,1413,2010-12-06 11:26:00,2011-12-09 08:48:00,137,137,368,4850,10.313868613138686,3.839673913043478,1
84030E,1414,2010-12-01 10:19:00,2011-12-08 19:24:00,277,277,373,4850,5.1046931407942235,3.7908847184986594,1
22576,1418,2010-12-01 15:35:00,2011-12-09 10:51:00,125,125,373,4850,11.344,3.8016085790884717,1
22191,1419,2010-12-01 10:03:00,2011-12-08 18:03:00,391,391,373,4850,3.629156010230179,3.804289544235925,1
21158,1422,2010-12-02 11:41:00,2011-12-09 08:48:00,146,146,372,4850,9.73972602739726,3.8225806451612905,1
22543,1434,2010-12-01 13:24:00,2011-12-08 19:28:00,39,39,373,4850,36.76923076923077,3.844504021447721,1
22625,1469,2010-12-01 12:58:00,2011-12-09 11:56:00,445,448,373,4850,3.301123595505618,3.9383378016085793,1
23302,1473,2011-05-15 15:31:00,2011-12-09 09:07:00,187,187,208,4850,7.877005347593583,7.081730769230769,1
22613,1488,2010-12-07 14:31:00,2011-12-09 12:50:00,114,114,367,4850,13.052631578947368,4.05449591280654,1
